main_id,facility_group_id,substance_name,unit,value,site_id,activity_name,metal,mass_t,allocation_factor,value_normalized,functional_unit,normalization_key
ON-MAIN-cb85213a,,Lead (and its compounds),kg,0.05,ON-MAIN-cb85213a,"Au, Underground mining and beneficiation at Eagle River",Au,2.7205298345,1.0,0.01837877290148865,"Au, usable ore",metal_economic
ON-MAIN-cb85213a,,Mercury (and its compounds),tonnes,0.0,ON-MAIN-cb85213a,"Au, Underground mining and beneficiation at Eagle River",Au,2.7205298345,1.0,0.0,"Au, usable ore",metal_economic
ON-MAIN-cb85213a,,NO2,t,10.92,ON-MAIN-cb85213a,"Au, Underground mining and beneficiation at Eagle River",Au,2.7205298345,1.0,4.013924001685121,"Au, usable ore",metal_economic
ON-MAIN-cb85213a,,SO2,t,0.61,ON-MAIN-cb85213a,"Au, Underground mining and beneficiation at Eagle River",Au,2.7205298345,1.0,0.2242210293981615,"Au, usable ore",metal_economic
ON-MAIN-cb85213a,,Volatile Organic Compounds (Total),tonnes,0.2,ON-MAIN-cb85213a,"Au, Underground mining and beneficiation at Eagle River",Au,2.7205298345,1.0,0.0735150916059546,"Au, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Water,m3,168115.0,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Au,1.1053250795,0.9989391993518907,151934.18353902746,"Au, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Water,m3,168115.0,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Ag,0.090448978,0.0010608006481092256,1971.680663510454,"Ag, usable ore",metal_economic
QC-MAIN-02884fb5,,Water,m3,6038800.0,QC-MAIN-02884fb5,"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Au,2.8926255,0.994897522565433,2077001.3813637944,"Au, usable ore",metal_economic
QC-MAIN-02884fb5,,Water,m3,6038800.0,QC-MAIN-02884fb5,"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Ag,1.143178039,0.005102477434567,26953.667478441825,"Ag, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Carbon monoxide,tonnes,21.85,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Au,1.1053250795,0.9989391993518907,19.74697029014514,"Au, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Carbon monoxide,tonnes,21.85,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Ag,0.090448978,0.0010608006481092256,0.25626043183358665,"Ag, usable ore",metal_economic
QC-MAIN-9de9bb0d,,GHG,tCO2eq,4109.0,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Au,1.1053250795,0.9989391993518907,3713.5149163481174,"Au, usable ore",metal_economic
QC-MAIN-9de9bb0d,,GHG,tCO2eq,4109.0,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Ag,0.090448978,0.0010608006481092256,48.19103498417426,"Ag, usable ore",metal_economic
QC-MAIN-9de9bb0d,,GHG,tCO2eq,64.0,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Au,1.1053250795,0.9989391993518907,57.84009604436104,"Au, usable ore",metal_economic
QC-MAIN-9de9bb0d,,GHG,tCO2eq,64.0,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Ag,0.090448978,0.0010608006481092256,0.7506026378649677,"Ag, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Lead (and its compounds),kg,0.00061,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Au,1.1053250795,0.9989391993518907,0.0005512884154228162,"Au, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Lead (and its compounds),kg,0.00061,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Ag,0.090448978,0.0010608006481092256,7.154181392150473e-06,"Ag, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Mercury (and its compounds),tonnes,1.5e-07,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Au,1.1053250795,0.9989391993518907,1.355627251039712e-07,"Au, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Mercury (and its compounds),tonnes,1.5e-07,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Ag,0.090448978,0.0010608006481092256,1.7592249324960182e-09,"Ag, usable ore",metal_economic
QC-MAIN-9de9bb0d,,NO2,t,1.47,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Au,1.1053250795,0.9989391993518907,1.3285147060189175,"Au, usable ore",metal_economic
QC-MAIN-9de9bb0d,,NO2,t,1.47,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Ag,0.090448978,0.0010608006481092256,0.01724040433846098,"Ag, usable ore",metal_economic
QC-MAIN-9de9bb0d,,SO2,t,1.14,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Au,1.1053250795,0.9989391993518907,1.030276710790181,"Au, usable ore",metal_economic
QC-MAIN-9de9bb0d,,SO2,t,1.14,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Ag,0.090448978,0.0010608006481092256,0.013370109486969739,"Ag, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Volatile Organic Compounds (Total),tonnes,0.99,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Au,1.1053250795,0.9989391993518907,0.8947139856862099,"Au, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Volatile Organic Compounds (Total),tonnes,0.99,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Ag,0.090448978,0.0010608006481092256,0.011610884554473719,"Ag, usable ore",metal_economic
QC-MAIN-02884fb5,,Water,m3,-893699.9999999998,QC-MAIN-02884fb5,"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Au,2.8926255,0.994897522565433,-307381.6212699249,"Au, usable ore",metal_economic
QC-MAIN-02884fb5,,Water,m3,-893699.9999999998,QC-MAIN-02884fb5,"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Ag,1.143178039,0.005102477434567,-3988.9535380346183,"Ag, usable ore",metal_economic
QC-MAIN-02884fb5,,Water,m3,5145100.0,QC-MAIN-02884fb5,"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Au,2.8926255,0.994897522565433,1769619.7600938694,"Au, usable ore",metal_economic
QC-MAIN-02884fb5,,Water,m3,5145100.0,QC-MAIN-02884fb5,"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Ag,1.143178039,0.005102477434567,22964.713940407204,"Ag, usable ore",metal_economic
ON-MAIN-7607a50e,,Water,m3,1088500.0,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",Au,5.75725784999999,1.0,189065.702520168,"Au, usable ore",metal_economic
ON-MAIN-7607a50e,,Water,m3,1790810.0,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",Au,5.75725784999999,1.0,311052.5959854314,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Nitrogen oxides (expressed as nitrogen dioxide),tonnes,0.12,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.00890421311735013,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Nitrogen oxides (expressed as nitrogen dioxide),tonnes,0.12,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,0.00011555177655425843,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Nitrogen oxides (expressed as nitrogen dioxide),tonnes,2137.153436,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,158.5805804885092,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Nitrogen oxides (expressed as nitrogen dioxide),tonnes,2137.153436,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,2.057932302490314,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Carbon monoxide,tonnes,388.343952,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,28.815810928683245,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Carbon monoxide,tonnes,388.343952,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,0.37394861306418054,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Carbon monoxide,tonnes,565.29706,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,41.94604580709553,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Carbon monoxide,tonnes,565.29706,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,0.5443423296991602,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Hydrogen sulphide,tonnes,193.916976,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,14.388984011467253,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Hydrogen sulphide,tonnes,193.916976,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,0.18672875900691246,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Antimony (and its compounds),tonnes,0.00014,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,1.0388248636908484e-05,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Antimony (and its compounds),tonnes,0.00014,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,1.3481040597996816e-07,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Arsenic (and its compounds),kg,37.416019,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,2.776335059823514,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Arsenic (and its compounds),kg,37.416019,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,0.03602906222531574,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Arsenic (and its compounds),kg,4.104485,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.3045600764747238,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Arsenic (and its compounds),kg,4.104485,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,0.003952337779919213,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Cadmium (and its compounds),kg,0.009691,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.000719089411002001,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Cadmium (and its compounds),kg,0.009691,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,9.331768888227654e-06,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Cadmium (and its compounds),kg,0.420661,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.031213793284646858,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Cadmium (and its compounds),kg,0.420661,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,0.00040506771564242423,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Chromium (and its compounds),tonnes,0.020422,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.0015153486690210364,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Chromium (and its compounds),tonnes,0.020422,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,1.9664986506592216e-05,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Chromium (and its compounds),tonnes,0.000269,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,1.9960277738059875e-05,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Chromium (and its compounds),tonnes,0.000269,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,2.5902856577579593e-07,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Chromium (and its compounds),tonnes,0.000809,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,6.002923676613546e-05,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Chromium (and its compounds),tonnes,0.000809,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,7.79011560269959e-07,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Cobalt (and its compounds),kg,2.279924,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.16917440989467813,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Cobalt (and its compounds),kg,2.279924,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,0.0021954105717390923,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Cobalt (and its compounds),kg,2e-06,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,1.484035519558355e-07,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Cobalt (and its compounds),kg,2e-06,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,1.9258629425709738e-09,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Cobalt (and its compounds),kg,0.007625,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.0005657885418316229,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Cobalt (and its compounds),kg,0.007625,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,7.342352468551837e-06,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Copper (and its compounds),tonnes,0.002371,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.000175932410843643,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Copper (and its compounds),tonnes,0.002371,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,2.2831105184178897e-06,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Copper (and its compounds),tonnes,0.000156,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,1.1575477052555169e-05,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Copper (and its compounds),tonnes,0.000156,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,1.5021730952053598e-07,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Copper (and its compounds),tonnes,0.000166,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,1.2317494812334346e-05,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Copper (and its compounds),tonnes,0.000166,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,1.5984662423339085e-07,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Cyanides (ionic),tonnes,11.136658,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.8263598020586856,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Cyanides (ionic),tonnes,11.136658,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,0.01072383847314329,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Lead (and its compounds),kg,0.614669,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.04560953143857072,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Lead (and its compounds),kg,0.614669,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,0.000591884124523579,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Lead (and its compounds),kg,8e-06,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,5.93614207823342e-07,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Lead (and its compounds),kg,8e-06,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,7.703451770283895e-09,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Lead (and its compounds),kg,0.806544,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.059846997204333695,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Lead (and its compounds),kg,0.806544,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,0.0007766466005764819,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Manganese (and its compounds),tonnes,0.103022,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.007644415364797043,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Manganese (and its compounds),tonnes,0.103022,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,9.920312603477343e-05,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Manganese (and its compounds),tonnes,0.00477,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.00035394247141466766,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Manganese (and its compounds),tonnes,0.00477,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,4.593183118031773e-06,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Manganese (and its compounds),tonnes,0.002635,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.0001955216797018133,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Manganese (and its compounds),tonnes,0.002635,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,2.5373244268372583e-06,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Nickel (and its compounds),tonnes,0.022244,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.0016505443048528024,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Nickel (and its compounds),tonnes,0.022244,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,2.141944764727437e-05,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Nickel (and its compounds),tonnes,0.000317,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,2.3521962984999926e-05,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Nickel (and its compounds),tonnes,0.000317,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,3.0524927639749936e-07,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Nickel (and its compounds),tonnes,0.000482,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,3.576525602135636e-05,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Nickel (and its compounds),tonnes,0.000482,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,4.6413296915960476e-07,"Ag, usable ore",metal_economic
,GRP-0a2c0d69,Selenium (and its compounds),kg,0.027072,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Au,13.4263118300476,0.996256182622859,0.0020087904792741892,"Au, usable ore",metal_economic
,GRP-0a2c0d69,Selenium (and its compounds),kg,0.027072,GRP-0a2c0d69,"Au and Ag, Open-pit and underground mining at Meadowbank complex",Ag,3.8879375,0.003743817377141018,2.6068480790640704e-05,"Ag, usable ore",metal_economic
