technosphere_id,year,flow_type,subflow_type,unit,value,comment,main_id,facility_group_id,company_id,source_id,value_MJ,unit_source,assumption_note,unit_standard,needs_factor,site_id
TECH-cb85213a-2023.0-5.0,2023.0,Energy,Gasoline,kl,369.0,,ON-MAIN-cb85213a,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,12095820.0,lhv+density,"gasoline MJ/kg=44.0, dens=0.745 kg/L",MJ,False,ON-MAIN-cb85213a
TECH-cb85213a-2023.0-6.0,2023.0,Energy,Propane,kl,2528.0,,ON-MAIN-cb85213a,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,57828505.6,lhv+density,"propane MJ/kg=46.4, dens=0.493 kg/L",MJ,False,ON-MAIN-cb85213a
TECH-6dc537e6-2023.0-1.0,2023.0,Energy,Aviation fuel,GJ,21662.09888,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,21662098.880000003,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6
TECH-6dc537e6-2023.0-3.0,2023.0,Energy,Diesel,GJ,385327.7974,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,385327797.4,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6
TECH-6dc537e6-2023.0-4.0,2023.0,Energy,Electricity consumption|Generated on-site,GJ,3531.1068,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,3531106.8,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6
TECH-6dc537e6-2023.0-6.0,2023.0,Energy,Gasoline,GJ,10018.1179,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,10018117.899999999,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6
TECH-6dc537e6-2023.0-11.0,2023.0,Energy,Propane,GJ,142393.17415,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,142393174.15,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6
TECH-6b4800fe-2023.0-1.0,2023.0,Energy,Diesel,GJ,1683653.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,TasekoMinesLimited_ESG_2023,1683653000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-6b4800fe
TECH-6b4800fe-2023.0-3.0,2023.0,Energy,Gasoline,GJ,38791.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,TasekoMinesLimited_ESG_2023,38791000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-6b4800fe
TECH-6b4800fe-2023.0-4.0,2023.0,Energy,Natural gas,GJ,186977.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,TasekoMinesLimited_ESG_2023,186977000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-6b4800fe
TECH-6b4800fe-2023.0-5.0,2023.0,Energy,Propane,GJ,453.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,TasekoMinesLimited_ESG_2023,453000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-6b4800fe
TECH-c0660aec-2023.0-1.0,2023.0,Energy,Diesel,GJ,129455.0,,QC-MAIN-c0660aec,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,129455000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-c0660aec
TECH-c0660aec-2023.0-4.0,2023.0,Energy,Light Fuel & Gasoline,GJ,1347.0,,QC-MAIN-c0660aec,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,1347000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-c0660aec
TECH-c0660aec-2023.0-5.0,2023.0,Energy,Natural gas,GJ,86234.0,,QC-MAIN-c0660aec,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,86234000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-c0660aec
TECH-6e9be24e-2023.0-1.0,2023.0,Energy,Electricity consumption|Non-renewable electricity use,GJ,619000.0,,ON-MAIN-6e9be24e,,CMP-79bcdb91,BarrickGoldCorporation_Barrick_2023_Performance-Data,619000000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-6e9be24e
TECH-6e9be24e-2023.0-2.0,2023.0,Energy,Non-renewable fuel use,GJ,301000.0,,ON-MAIN-6e9be24e,,CMP-79bcdb91,BarrickGoldCorporation_Barrick_2023_Performance-Data,301000000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-6e9be24e
TECH-687b8c8d-2023.0-1.0,2023.0,Energy,Diesel,GJ,211308.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,211308000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-687b8c8d
TECH-687b8c8d-2023.0-2.0,2023.0,Energy,Electricity consumption|Generated on-site,GJ,717.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,717000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-687b8c8d
TECH-687b8c8d-2023.0-4.0,2023.0,Energy,Gasoline,GJ,14406.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,14406000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-687b8c8d
TECH-687b8c8d-2023.0-5.0,2023.0,Energy,Propane,GJ,72011.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,72011000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-687b8c8d
TECH-44857446-2023.0-1.0,2023.0,Energy,Diesel|Mobile equipment,gallons,409793.0,,YT-MAIN-44857446,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,55697075.44526765,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,YT-MAIN-44857446
TECH-44857446-2023.0-3.0,2023.0,Energy,Gasoline|Mobile equipment,gallons,67158.0,,YT-MAIN-44857446,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,8333350.1134884,lhv+density,"gasoline MJ/kg=44.0, dens=0.745 kg/L",MJ,False,YT-MAIN-44857446
TECH-44857446-2023.0-4.0,2023.0,Energy,Propane,gallons,422621.0,,YT-MAIN-44857446,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,36595602.20983067,lhv+density,"propane MJ/kg=46.4, dens=0.493 kg/L",MJ,False,YT-MAIN-44857446
TECH-9de9bb0d-2023.0-1.0,2023.0,Energy,Diesel,kl,1188.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,42655140.0,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,QC-MAIN-9de9bb0d
TECH-9de9bb0d-2023.0-2.0,2023.0,Energy,Electricity consumption|Generated on-site,MWh,10684.5,Given in MW in the Excel file but does not make sense,QC-MAIN-9de9bb0d,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,38464200.0,direct_unit,mwh→MJ factor=3600.0,MJ,False,QC-MAIN-9de9bb0d
TECH-9de9bb0d-2023.0-5.0,2023.0,Energy,Gasoline,kl,36.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,1180080.0,lhv+density,"gasoline MJ/kg=44.0, dens=0.745 kg/L",MJ,False,QC-MAIN-9de9bb0d
TECH-9de9bb0d-2023.0-6.0,2023.0,Energy,Natural gas,m3,1528.0,Expressed initially in kl,QC-MAIN-9de9bb0d,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,58064.0,lhv_factor,natural_gas MJ/m3=38.0,MJ,False,QC-MAIN-9de9bb0d
TECH-a3c56a83-2023.0-1.0,2023.0,Energy,Diesel,kl,13849.0,,ON-MAIN-a3c56a83,,CMP-967076a1,ImpalaCanadaLtd_ESG_2024,497248345.0,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,ON-MAIN-a3c56a83
TECH-a3c56a83-2023.0-3.0,2023.0,Energy,Petrol,kl,422.0,,ON-MAIN-a3c56a83,,CMP-967076a1,ImpalaCanadaLtd_ESG_2024,13833160.0,lhv+density,"gasoline MJ/kg=44.0, dens=0.745 kg/L",MJ,False,ON-MAIN-a3c56a83
TECH-f9e41c2a-2023.0-1.0,2023.0,Energy,Diesel|Mobile equipment,GJ,191632.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,EldoradoGold_ESG_2023,191632000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-f9e41c2a
TECH-f9e41c2a-2023.0-2.0,2023.0,Energy,Diesel|Stationary equipment,GJ,181.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,EldoradoGold_ESG_2023,181000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-f9e41c2a
TECH-f9e41c2a-2023.0-4.0,2023.0,Energy,Gasoline,GJ,3549.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,EldoradoGold_ESG_2023,3549000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-f9e41c2a
TECH-f9e41c2a-2023.0-5.0,2023.0,Energy,LPG|Mobile equipment,GJ,45.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,EldoradoGold_ESG_2023,45000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-f9e41c2a
TECH-f9e41c2a-2023.0-6.0,2023.0,Energy,LPG|Stationary equipment,GJ,187.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,EldoradoGold_ESG_2023,187000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-f9e41c2a
TECH-f9e41c2a-2023.0-7.0,2023.0,Energy,Natural gas,GJ,76904.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,EldoradoGold_ESG_2023,76904000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-f9e41c2a
TECH-e51eda66-2023.0-1.0,2023.0,Energy,Diesel,GJ,391146.0,,QC-MAIN-e51eda66,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,391146000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-e51eda66
TECH-e51eda66-2023.0-4.0,2023.0,Energy,Light Fuel & Gasoline,GJ,8329.0,,QC-MAIN-e51eda66,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,8329000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-e51eda66
TECH-e51eda66-2023.0-5.0,2023.0,Energy,Natural gas,GJ,297435.0,,QC-MAIN-e51eda66,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,297435000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-e51eda66
TECH-1f126a43-2023.0-1.0,2023.0,Energy,Diesel,GJ,91423.0,,ON-MAIN-1f126a43,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,91423000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-1f126a43
TECH-1f126a43-2023.0-4.0,2023.0,Energy,Light Fuel & Gasoline,GJ,6440.0,,ON-MAIN-1f126a43,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,6440000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-1f126a43
TECH-1f126a43-2023.0-5.0,2023.0,Energy,Natural gas,GJ,327090.0,,ON-MAIN-1f126a43,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,327090000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-1f126a43
TECH-1f126a43-2023.0-6.0,2023.0,Energy,Propane,GJ,658.0,,ON-MAIN-1f126a43,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,658000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-1f126a43
TECH-GRP-0a2c0d69-2023.0-1.0,2023.0,Energy,Diesel,GJ,3590887.0,,,GRP-0a2c0d69,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,3590887000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-0a2c0d69
TECH-GRP-0a2c0d69-2023.0-2.0,2023.0,Energy,Electricity consumption|Generated on-site,kWh,164987364.0,,,GRP-0a2c0d69,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,593954510.4,direct_unit,kwh→MJ factor=3.6,MJ,False,GRP-0a2c0d69
TECH-GRP-0a2c0d69-2023.0-4.0,2023.0,Energy,Light Fuel & Gasoline,GJ,51161.0,,,GRP-0a2c0d69,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,51161000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-0a2c0d69
TECH-GRP-0a2c0d69-2023.0-6.0,2023.0,Energy,Propane,GJ,235.0,,,GRP-0a2c0d69,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,235000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-0a2c0d69
TECH-8b0264c9-2023.0-1.0,2023.0,Energy,Diesel,GJ,1944158.0,,NU-MAIN-8b0264c9,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,1944158000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,NU-MAIN-8b0264c9
TECH-8b0264c9-2023.0-2.0,2023.0,Energy,Electricity consumption|Generated on-site,kWh,132709926.0,,NU-MAIN-8b0264c9,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,477755733.6,direct_unit,kwh→MJ factor=3.6,MJ,False,NU-MAIN-8b0264c9
TECH-8b0264c9-2023.0-4.0,2023.0,Energy,Light Fuel & Gasoline,GJ,5290.0,,NU-MAIN-8b0264c9,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,5290000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,NU-MAIN-8b0264c9
TECH-ed23117f-2023.0-1.0,2023.0,Energy,Diesel,GJ,929608.636977058,"Data initially in tCO2eq; back calculated with emission factors: 74.1kgCO2eq/GJ for diesel, 69.9kgCO2eq/GJ for gasoline, 59.9kgCO2eq/GJ for propane, BC mix 12kgCO2eq/MWh",BC-MAIN-ed23117f,,CMP-fa032e20,CenterraGoldInc_Data,929608636.977058,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-ed23117f
TECH-ed23117f-nan-nan,,Energy,Electricity consumption|Generated on-site,GJ,36282.05128205128,"Data initially in tCO2eq; back calculated with emission factors: 74.1kgCO2eq/GJ for diesel, 69.9kgCO2eq/GJ for gasoline, 59.9kgCO2eq/GJ for propane, BC mix 12kgCO2eq/MWh. 62% of electricity come from the grid.",BC-MAIN-ed23117f,,CMP-fa032e20,CenterraGoldInc_Data,36282051.28205128,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-ed23117f
TECH-ed23117f-2023.0-4.0,2023.0,Energy,Gasoline,GJ,21012.145748987856,"Data initially in tCO2eq; back calculated with emission factors: 74.1kgCO2eq/GJ for diesel, 69.9kgCO2eq/GJ for gasoline, 59.9kgCO2eq/GJ for propane, BC mix 12kgCO2eq/MWh",BC-MAIN-ed23117f,,CMP-fa032e20,CenterraGoldInc_Data,21012145.748987857,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-ed23117f
TECH-ed23117f-2023.0-5.0,2023.0,Energy,Propane,GJ,22737.89649415693,"Data initially in tCO2eq; back calculated with emission factors: 74.1kgCO2eq/GJ for diesel, 69.9kgCO2eq/GJ for gasoline, 59.9kgCO2eq/GJ for propane, BC mix 12kgCO2eq/MWh",BC-MAIN-ed23117f,,CMP-fa032e20,CenterraGoldInc_Data,22737896.494156927,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-ed23117f
TECH-fefeaee4-2023.0-1.0,2023.0,Energy,Aviation fuel,GJ,27653.22904,,ON-MAIN-fefeaee4,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,27653229.04,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-fefeaee4
TECH-fefeaee4-2023.0-2.0,2023.0,Energy,Biodiesel,GJ,11770.3702287417,,ON-MAIN-fefeaee4,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,11770370.2287417,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-fefeaee4
TECH-fefeaee4-2023.0-4.0,2023.0,Energy,Diesel,GJ,308614.730821,,ON-MAIN-fefeaee4,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,308614730.821,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-fefeaee4
TECH-fefeaee4-2023.0-5.0,2023.0,Energy,Electricity consumption|Generated on-site,GJ,3808.98428206273,,ON-MAIN-fefeaee4,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,3808984.28206273,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-fefeaee4
TECH-fefeaee4-2023.0-7.0,2023.0,Energy,Gasoline,GJ,5437.635,,ON-MAIN-fefeaee4,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,5437635.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-fefeaee4
TECH-fefeaee4-2023.0-12.0,2023.0,Energy,Propane,GJ,229891.86895,,ON-MAIN-fefeaee4,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,229891868.95000002,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-fefeaee4
TECH-aa76f6f2-2023.0-4.0,2023.0,Energy,Diesel,l,4761600.1,,BC-MAIN-aa76f6f2,,CMP-d94be190,NewGoldInc_ESG_data_2023,170965251.5905,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,BC-MAIN-aa76f6f2
TECH-aa76f6f2-2023.0-5.0,2023.0,Energy,Electricity consumption|Generated on-site,GJ,56414.6765,,BC-MAIN-aa76f6f2,,CMP-d94be190,NewGoldInc_ESG_data_2023,56414676.5,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-aa76f6f2
TECH-aa76f6f2-2023.0-9.0,2023.0,Energy,Gasoline,l,119418.4,,BC-MAIN-aa76f6f2,,CMP-d94be190,NewGoldInc_ESG_data_2023,3914535.152,lhv+density,"gasoline MJ/kg=44.0, dens=0.745 kg/L",MJ,False,BC-MAIN-aa76f6f2
TECH-aa76f6f2-2023.0-11.0,2023.0,Energy,Natural gas,GJ,59198.0,,BC-MAIN-aa76f6f2,,CMP-d94be190,NewGoldInc_ESG_data_2023,59198000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-aa76f6f2
TECH-aa76f6f2-2023.0-13.0,2023.0,Energy,Propane,l,31049.5,,BC-MAIN-aa76f6f2,,CMP-d94be190,NewGoldInc_ESG_data_2023,710263.5224,lhv+density,"propane MJ/kg=46.4, dens=0.493 kg/L",MJ,False,BC-MAIN-aa76f6f2
TECH-GRP-0d911886-2023.0-1.0,2023.0,Energy,Biodiesel,GJ,23524.436671511,,,GRP-0d911886,CMP-4a434d72,NewmontCorporation_2023-Performance-data,23524436.671511002,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-0d911886
TECH-GRP-0d911886-2023.0-3.0,2023.0,Energy,Diesel,GJ,623021.868616,,,GRP-0d911886,CMP-4a434d72,NewmontCorporation_2023-Performance-data,623021868.616,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-0d911886
TECH-GRP-0d911886-2023.0-4.0,2023.0,Energy,Electricity consumption|Generated on-site,GJ,91025.4822599152,,,GRP-0d911886,CMP-4a434d72,NewmontCorporation_2023-Performance-data,91025482.2599152,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-0d911886
TECH-GRP-0d911886-2023.0-6.0,2023.0,Energy,Gasoline,GJ,17195.8465,,,GRP-0d911886,CMP-4a434d72,NewmontCorporation_2023-Performance-data,17195846.5,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-0d911886
TECH-GRP-0d911886-2023.0-11.0,2023.0,Energy,Natural gas,GJ,166705.0,,,GRP-0d911886,CMP-4a434d72,NewmontCorporation_2023-Performance-data,166705000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-0d911886
TECH-GRP-0d911886-2023.0-13.0,2023.0,Energy,Propane,GJ,6336.0580703,,,GRP-0d911886,CMP-4a434d72,NewmontCorporation_2023-Performance-data,6336058.0703,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-0d911886
TECH-0aadf28f-2023.0-6.0,2023.0,Energy,Diesel,l,42378137.86,,ON-MAIN-0aadf28f,,CMP-d94be190,NewGoldInc_ESG_data_2023,1521587039.8633,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,ON-MAIN-0aadf28f
TECH-0aadf28f-2023.0-10.0,2023.0,Energy,Gasoline,l,1147190.1,,ON-MAIN-0aadf28f,,CMP-d94be190,NewGoldInc_ESG_data_2023,37604891.478,lhv+density,"gasoline MJ/kg=44.0, dens=0.745 kg/L",MJ,False,ON-MAIN-0aadf28f
